age,j,c,structure
62,5,-.0000752161880782,Couple sans enfant avec isolé(s)
62,6,-.0010426812150853,Couple sans isolé avec enfant
62,7,-.0000427021461032,Couple avec enfant avec isolé(s)
62,8,-.0001916734282321,Autre cas
62,9,-.0000850022845547,Hors logement ordinaire
63,1,-.0011342428568105,Personne vivant seule
63,2,-.0001594892039825,Famille monoparentale
63,3,-.0000211203660791,Famille monoparentale avec isolé(s)
63,4,-.0032338879134866,Couple sans isolé sans enfant
63,5,-.0000746105446764,Couple sans enfant avec isolé(s)
63,6,-.0009422472810327,Couple sans isolé avec enfant
63,7,-.0000406108941782,Couple avec enfant avec isolé(s)
63,8,-.0001957150113303,Autre cas
63,9,-.000089056049703,Hors logement ordinaire
64,1,-.0010969979683377,Personne vivant seule
64,2,-.0001438463989505,Famille monoparentale
64,3,-.0000209066538183,Famille monoparentale avec isolé(s)
64,4,-.0033251028931704,Couple sans isolé sans enfant
64,5,-.0000751835522157,Couple sans enfant avec isolé(s)
64,6,-.0008176355871303,Couple sans isolé avec enfant
64,7,-.0000385578427558,Couple avec enfant avec isolé(s)
64,8,-.0001894441130732,Autre cas
64,9,-.0000791854308544,Hors logement ordinaire
65,1,-.0010902528725028,Personne vivant seule
65,2,-.0001339670571526,Famille monoparentale
65,3,-.0000185379218645,Famille monoparentale avec isolé(s)
65,4,-.0034038448071656,Couple sans isolé sans enfant
65,5,-.0000702800514777,Couple sans enfant avec isolé(s)
65,6,-.0007187084673918,Couple sans isolé avec enfant
65,7,-.0000310198608981,Couple avec enfant avec isolé(s)
65,8,-.0001808381714945,Autre cas
65,9,-.0000845655355012,Hors logement ordinaire
66,1,-.0010816285826513,Personne vivant seule
66,2,-.0001139436771606,Famille monoparentale
66,3,-.0000177142047272,Famille monoparentale avec isolé(s)
66,4,-.0034707920903831,Couple sans isolé sans enfant
66,5,-.000071991855103,Couple sans enfant avec isolé(s)
66,6,-.0006571051938579,Couple sans isolé avec enfant
66,7,-.0000306291329224,Couple avec enfant avec isolé(s)
66,8,-.0001811297887173,Autre cas
66,9,-.0000799670372014,Hors logement ordinaire
67,1,-.0010655759493924,Personne vivant seule
67,2,-.0001048841422122,Famille monoparentale
67,3,-.0000160484221799,Famille monoparentale avec isolé(s)
67,4,-.0035716656310072,Couple sans isolé sans enfant
67,5,-.0000689836407194,Couple sans enfant avec isolé(s)
67,6,-.0005836991681795,Couple sans isolé avec enfant
67,7,-.0000302650249821,Couple avec enfant avec isolé(s)
67,8,-.0001723621717831,Autre cas
67,9,-.0000861228827635,Hors logement ordinaire
68,1,-.0010482460056265,Personne vivant seule
68,2,-.0000936410123916,Famille monoparentale
68,3,-.0000153508870178,Famille monoparentale avec isolé(s)
68,4,-.0035853287777084,Couple sans isolé sans enfant
68,5,-.0000700782204756,Couple sans enfant avec isolé(s)
68,6,-.0005298369106709,Couple sans isolé avec enfant
68,7,-.0000277046889324,Couple avec enfant avec isolé(s)
68,8,-.0001739357617788,Autre cas
68,9,-.0000860067772989,Hors logement ordinaire
69,1,-.0010020770887126,Personne vivant seule
69,2,-.0000834118502429,Famille monoparentale
69,3,-.0000129344796335,Famille monoparentale avec isolé(s)
69,4,-.0036220800675608,Couple sans isolé sans enfant
69,5,-.0000620586716518,Couple sans enfant avec isolé(s)
69,6,-.0004727796473445,Couple sans isolé avec enfant
69,7,-.0000240130765807,Couple avec enfant avec isolé(s)
69,8,-.0001673383545013,Autre cas
69,9,-.0000824834577126,Hors logement ordinaire
70,1,-.0009299321308078,Personne vivant seule
70,2,-.0000723467889069,Famille monoparentale
70,3,-.000012355456267,Famille monoparentale avec isolé(s)
70,4,-.0034261797687532,Couple sans isolé sans enfant
70,5,-.0000610304163903,Couple sans enfant avec isolé(s)
70,6,-.0004011506970165,Couple sans isolé avec enfant
70,7,-.000023087691964,Couple avec enfant avec isolé(s)
70,8,-.0001467341463947,Autre cas
70,9,-.0000834047816459,Hors logement ordinaire
71,1,-.0008491687484829,Personne vivant seule
71,2,-.0000604438732398,Famille monoparentale
71,3,-.0000113604384507,Famille monoparentale avec isolé(s)
71,4,-.0031447381672752,Couple sans isolé sans enfant
71,5,-.0000529469494026,Couple sans enfant avec isolé(s)
71,6,-.0003518242228092,Couple sans isolé avec enfant
71,7,-.0000200493984446,Couple avec enfant avec isolé(s)
71,8,-.0001303011624621,Autre cas
71,9,-.0000826452834639,Hors logement ordinaire
72,1,-.0007617724655001,Personne vivant seule
72,2,-.0000509522515039,Famille monoparentale
72,3,-.0000109075970594,Famille monoparentale avec isolé(s)
72,4,-.0029094420209851,Couple sans isolé sans enfant
72,5,-.0000481777520064,Couple sans enfant avec isolé(s)
72,6,-.0003058093110712,Couple sans isolé avec enfant
72,7,-.0000176480306282,Couple avec enfant avec isolé(s)
72,8,-.0001211595114726,Autre cas
72,9,-.0000743178746839,Hors logement ordinaire
73,1,-.0006936590141829,Personne vivant seule
73,2,-.0000429254836874,Famille monoparentale
73,3,-9.40123393245e-06,Famille monoparentale avec isolé(s)
73,4,-.0026204415326499,Couple sans isolé sans enfant
73,5,-.0000425025710363,Couple sans enfant avec isolé(s)
73,6,-.0002678945602414,Couple sans isolé avec enfant
73,7,-.0000152271113735,Couple avec enfant avec isolé(s)
73,8,-.0001095364821653,Autre cas
73,9,-.0000774115138134,Hors logement ordinaire
74,1,-.0006258051458087,Personne vivant seule
74,2,-.0000359095252336,Famille monoparentale
74,3,-7.62205304266e-06,Famille monoparentale avec isolé(s)
74,4,-.0023241642997524,Couple sans isolé sans enfant
74,5,-.000039361858059,Couple sans enfant avec isolé(s)
74,6,-.0002250739023427,Couple sans isolé avec enfant
74,7,-.0000138013603308,Couple avec enfant avec isolé(s)
74,8,-.0000956875967997,Autre cas
74,9,-.0000707858321482,Hors logement ordinaire
75,1,-.0005825627784244,Personne vivant seule
75,2,-.0000349475944668,Famille monoparentale
75,3,-7.21312718980e-06,Famille monoparentale avec isolé(s)
75,4,-.0022205455867884,Couple sans isolé sans enfant
75,5,-.0000348760061233,Couple sans enfant avec isolé(s)
75,6,-.0002064883050478,Couple sans isolé avec enfant
75,7,-.0000122017518825,Couple avec enfant avec isolé(s)
75,8,-.0000940057219146,Autre cas
75,9,-.000071023908509,Hors logement ordinaire
76,1,-.0005712039943261,Personne vivant seule
76,2,-.000035383591542,Famille monoparentale
76,3,-8.77107603488e-06,Famille monoparentale avec isolé(s)
76,4,-.0020930381744708,Couple sans isolé sans enfant
76,5,-.000033196086382,Couple sans enfant avec isolé(s)
76,6,-.0001860877326913,Couple sans isolé avec enfant
76,7,-.0000129194400656,Couple avec enfant avec isolé(s)
76,8,-.0000861950726897,Autre cas
76,9,-.0000729554402223,Hors logement ordinaire
77,1,-.0005428942635746,Personne vivant seule
77,2,-.0000318732059842,Famille monoparentale
77,3,-8.13445112309e-06,Famille monoparentale avec isolé(s)
77,4,-.0019963251799275,Couple sans isolé sans enfant
77,5,-.0000308830008296,Couple sans enfant avec isolé(s)
77,6,-.0001707087216814,Couple sans isolé avec enfant
77,7,-.0000103279721102,Couple avec enfant avec isolé(s)
77,8,-.0000834353119689,Autre cas
77,9,-.0000737728407409,Hors logement ordinaire
78,1,-.0005290507924535,Personne vivant seule
78,2,-.0000309801564386,Famille monoparentale
78,3,-6.43858943981e-06,Famille monoparentale avec isolé(s)
78,4,-.0019284460450791,Couple sans isolé sans enfant
78,5,-.0000270593410712,Couple sans enfant avec isolé(s)
78,6,-.0001608904405294,Couple sans isolé avec enfant
78,7,-.0000102476608173,Couple avec enfant avec isolé(s)
78,8,-.0000765326014618,Autre cas
78,9,-.0000769297964516,Hors logement ordinaire
79,1,-.0005239723815401,Personne vivant seule
79,2,-.0000289600416701,Famille monoparentale
79,3,-6.29390879602e-06,Famille monoparentale avec isolé(s)
79,4,-.0018872656024623,Couple sans isolé sans enfant
79,5,-.0000264350486051,Couple sans enfant avec isolé(s)
79,6,-.0001551081778354,Couple sans isolé avec enfant
79,7,-9.49959270692e-06,Couple avec enfant avec isolé(s)
79,8,-.0000758738683851,Autre cas
79,9,-.0000801282613699,Hors logement ordinaire
80,1,-.0005257193777545,Personne vivant seule
80,2,-.0000313394517172,Famille monoparentale
80,3,-4.99704685074e-06,Famille monoparentale avec isolé(s)
80,4,-.0017874785202277,Couple sans isolé sans enfant
80,5,-.0000248385984661,Couple sans enfant avec isolé(s)
80,6,-.0001368175064682,Couple sans isolé avec enfant
80,7,-9.76759780798e-06,Couple avec enfant avec isolé(s)
80,8,-.0000687774482427,Autre cas
80,9,-.0000855110731389,Hors logement ordinaire
81,1,-.0005193520758668,Personne vivant seule
81,2,-.0000300449961028,Famille monoparentale
81,3,-5.71729176039e-06,Famille monoparentale avec isolé(s)
81,4,-.0016888655770639,Couple sans isolé sans enfant
81,5,-.0000223760196081,Couple sans enfant avec isolé(s)
81,6,-.0001283912877267,Couple sans isolé avec enfant
81,7,-.0000103296264627,Couple avec enfant avec isolé(s)
81,8,-.0000689738650003,Autre cas
81,9,-.0000912972461205,Hors logement ordinaire
82,1,-.0005006421013449,Personne vivant seule
82,2,-.0000321448205816,Famille monoparentale
82,3,-6.83082137223e-06,Famille monoparentale avec isolé(s)
82,4,-.0015496179772045,Couple sans isolé sans enfant
82,5,-.0000244305749873,Couple sans enfant avec isolé(s)
82,6,-.0001156753330156,Couple sans isolé avec enfant
82,7,-8.84281477406e-06,Couple avec enfant avec isolé(s)
82,8,-.0000645102716251,Autre cas
82,9,-.0001004691266416,Hors logement ordinaire
83,1,-.0004934268686156,Personne vivant seule
83,2,-.0000329641762441,Famille monoparentale
83,3,-6.13855005898e-06,Famille monoparentale avec isolé(s)
83,4,-.0014470317305811,Couple sans isolé sans enfant
83,5,-.0000197401849273,Couple sans enfant avec isolé(s)
83,6,-.0001032873912818,Couple sans isolé avec enfant
83,7,-9.10916552265e-06,Couple avec enfant avec isolé(s)
83,8,-.0000576374898582,Autre cas
83,9,-.0001037615888596,Hors logement ordinaire
84,1,-.0004647730325491,Personne vivant seule
84,2,-.0000309957975893,Famille monoparentale
84,3,-6.15208567015e-06,Famille monoparentale avec isolé(s)
84,4,-.0013062783691775,Couple sans isolé sans enfant
84,5,-.0000185880036258,Couple sans enfant avec isolé(s)
84,6,-.0000966086199416,Couple sans isolé avec enfant
84,7,-8.38877021731e-06,Couple avec enfant avec isolé(s)
84,8,-.0000544697056586,Autre cas
84,9,-.0001150863835343,Hors logement ordinaire
85,1,-.00044782298827,Personne vivant seule
85,2,-.0000316826546581,Famille monoparentale
85,3,-4.95854555676e-06,Famille monoparentale avec isolé(s)
85,4,-.0011771417204626,Couple sans isolé sans enfant
85,5,-.0000169183107907,Couple sans enfant avec isolé(s)
85,6,-.0000810210101241,Couple sans isolé avec enfant
85,7,-8.64248772882e-06,Couple avec enfant avec isolé(s)
85,8,-.0000503470592891,Autre cas
85,9,-.0001177289860207,Hors logement ordinaire
86,1,-.0004284434521824,Personne vivant seule
86,2,-.0000273681034014,Famille monoparentale
86,3,-4.26928215710e-06,Famille monoparentale avec isolé(s)
86,4,-.0010184763840131,Couple sans isolé sans enfant
86,5,-.0000152477155816,Couple sans enfant avec isolé(s)
86,6,-.0000750811327579,Couple sans isolé avec enfant
86,7,-6.69636763466e-06,Couple avec enfant avec isolé(s)
86,8,-.0000421044736724,Autre cas
86,9,-.0001219125426404,Hors logement ordinaire
87,1,-.0003947462473959,Personne vivant seule
87,2,-.0000293796456162,Famille monoparentale
87,3,-4.74483329603e-06,Famille monoparentale avec isolé(s)
87,4,-.000888012794217,Couple sans isolé sans enfant
87,5,-.0000143524101009,Couple sans enfant avec isolé(s)
87,6,-.000057448442489,Couple sans isolé avec enfant
87,7,-7.06468665402e-06,Couple avec enfant avec isolé(s)
87,8,-.0000374539384675,Autre cas
87,9,-.000126245893357,Hors logement ordinaire
88,1,-.000349835841529,Personne vivant seule
88,2,-.0000251451048611,Famille monoparentale
88,3,-3.65205828798e-06,Famille monoparentale avec isolé(s)
88,4,-.0007342097500893,Couple sans isolé sans enfant
88,5,-.0000103670749869,Couple sans enfant avec isolé(s)
88,6,-.0000496128275813,Couple sans isolé avec enfant
88,7,-5.86272438258e-06,Couple avec enfant avec isolé(s)
88,8,-.0000299523523642,Autre cas
88,9,-.0001341824237658,Hors logement ordinaire
89,1,-.0003113862836625,Personne vivant seule
89,2,-.0000233277234687,Famille monoparentale
89,3,-2.66636500381e-06,Famille monoparentale avec isolé(s)
89,4,-.0005928982703186,Couple sans isolé sans enfant
89,5,-.0000108724044704,Couple sans enfant avec isolé(s)
89,6,-.000038470914053,Couple sans isolé avec enfant
89,7,-4.64827926972e-06,Couple avec enfant avec isolé(s)
89,8,-.0000260931992254,Autre cas
89,9,-.0001272514388709,Hors logement ordinaire
90,1,-.0002798813966977,Personne vivant seule
90,2,-.0000223842913705,Famille monoparentale
90,3,-3.31096088663e-06,Famille monoparentale avec isolé(s)
90,4,-.0004657627865166,Couple sans isolé sans enfant
90,5,-9.42108616216e-06,Couple sans enfant avec isolé(s)
90,6,-.0000303438323182,Couple sans isolé avec enfant
90,7,-4.22010276987e-06,Couple avec enfant avec isolé(s)
90,8,-.0000229181960331,Autre cas
90,9,-.0001190196817431,Hors logement ordinaire
91,1,-.0002383945980815,Personne vivant seule
91,2,-.0000199757045615,Famille monoparentale
91,3,-2.93181337833e-06,Famille monoparentale avec isolé(s)
91,4,-.0003561688532017,Couple sans isolé sans enfant
91,5,-8.74159848168e-06,Couple sans enfant avec isolé(s)
91,6,-.0000214945505299,Couple sans isolé avec enfant
91,7,-3.82997637696e-06,Couple avec enfant avec isolé(s)
91,8,-.0000179634103684,Autre cas
91,9,-.0001192682858015,Hors logement ordinaire
92,1,-.0001964260821035,Personne vivant seule
92,2,-.0000176414132183,Famille monoparentale
92,3,-2.30872407770e-06,Famille monoparentale avec isolé(s)
92,4,-.0002664139147756,Couple sans isolé sans enfant
92,5,-7.43345686043e-06,Couple sans enfant avec isolé(s)
92,6,-.000014802995557,Couple sans isolé avec enfant
92,7,-4.20536399327e-06,Couple avec enfant avec isolé(s)
92,8,-.0000138085793234,Autre cas
92,9,-.0001116164544143,Hors logement ordinaire
93,1,-.0001589901911175,Personne vivant seule
93,2,-.0000133489701265,Famille monoparentale
93,3,-1.55915201052e-06,Famille monoparentale avec isolé(s)
93,4,-.0001965949764517,Couple sans isolé sans enfant
93,5,-6.64778983014e-06,Couple sans enfant avec isolé(s)
93,6,-.0000137502257997,Couple sans isolé avec enfant
93,7,-2.74186363498e-06,Couple avec enfant avec isolé(s)
93,8,-.0000121420447977,Autre cas
93,9,-.0001026101595365,Hors logement ordinaire
94,1,-.000125524445282,Personne vivant seule
94,2,-.0000121351265964,Famille monoparentale
94,3,-1.50666391834e-06,Famille monoparentale avec isolé(s)
94,4,-.0001347749827434,Couple sans isolé sans enfant
94,5,-6.29255523490e-06,Couple sans enfant avec isolé(s)
94,6,-8.63421596644e-06,Couple sans isolé avec enfant
94,7,-2.44814087270e-06,Couple avec enfant avec isolé(s)
94,8,-8.23566741547e-06,Autre cas
94,9,-.0000875654781223,Hors logement ordinaire
95,1,-.0001015918303899,Personne vivant seule
95,2,-8.70956420192e-06,Famille monoparentale
95,3,-8.79363538683e-07,Famille monoparentale avec isolé(s)
95,4,-.0000924510817745,Couple sans isolé sans enfant
95,5,-3.89449612351e-06,Couple sans enfant avec isolé(s)
95,6,-6.74735177005e-06,Couple sans isolé avec enfant
95,7,-1.90295653411e-06,Couple avec enfant avec isolé(s)
95,8,-7.16906125567e-06,Autre cas
95,9,-.0000738131467831,Hors logement ordinaire
96,1,-.0000689893557553,Personne vivant seule
96,2,-6.94978435480e-06,Famille monoparentale
96,3,-6.70163148344e-07,Famille monoparentale avec isolé(s)
96,4,-.0000542594524985,Couple sans isolé sans enfant
96,5,-3.94126917987e-06,Couple sans enfant avec isolé(s)
96,6,-3.82561490225e-06,Couple sans isolé avec enfant
96,7,-7.27764693635e-07,Couple avec enfant avec isolé(s)
96,8,-3.41849379755e-06,Autre cas
96,9,-.000052731733185,Hors logement ordinaire
97,1,-.0000412697776506,Personne vivant seule
97,2,-4.74663804419e-06,Famille monoparentale
97,3,-4.14640888686e-07,Famille monoparentale avec isolé(s)
97,4,-.0000310171537758,Couple sans isolé sans enfant
97,5,-1.95634700037e-06,Couple sans enfant avec isolé(s)
97,6,-2.35880583901e-06,Couple sans isolé avec enfant
97,7,-1.16631849538e-06,Couple avec enfant avec isolé(s)
97,8,-2.49867382105e-06,Autre cas
97,9,-.0000389921854785,Hors logement ordinaire
98,1,-.0000267734388843,Personne vivant seule
98,2,-3.28479203837e-06,Famille monoparentale
98,3,-3.05002438250e-07,Famille monoparentale avec isolé(s)
98,4,-.0000173848381889,Couple sans isolé sans enfant
98,5,-1.55178262222e-06,Couple sans enfant avec isolé(s)
98,6,-1.56381427659e-06,Couple sans isolé avec enfant
98,7,-5.53756892326e-07,Couple avec enfant avec isolé(s)
98,8,-1.66909125232e-06,Autre cas
98,9,-.0000270097104969,Hors logement ordinaire
99,1,-.0000148398424985,Personne vivant seule
99,2,-1.98823088445e-06,Famille monoparentale
99,3,-2.35820425629e-07,Famille monoparentale avec isolé(s)
99,4,-8.44757492804e-06,Couple sans isolé sans enfant
99,5,-8.51389942275e-07,Couple sans enfant avec isolé(s)
99,6,-1.19023140844e-06,Couple sans isolé avec enfant
99,7,-3.69371789123e-07,Couple avec enfant avec isolé(s)
99,8,-1.10495705810e-06,Autre cas
99,9,-.0000139731121969,Hors logement ordinaire
100,1,-7.86584443931e-06,Personne vivant seule
100,2,-8.68384654071e-07,Famille monoparentale
100,3,-1.49192514174e-07,Famille monoparentale avec isolé(s)
100,4,-5.07645576957e-06,Couple sans isolé sans enfant
100,5,-5.79324157860e-07,Couple sans enfant avec isolé(s)
100,6,-8.59962496013e-07,Couple sans isolé avec enfant
100,7,-3.54482616842e-07,Couple avec enfant avec isolé(s)
100,8,-6.72268687859e-07,Autre cas
100,9,-9.01261149634e-06,Hors logement ordinaire
101,1,-5.07991487020e-06,Personne vivant seule
101,2,-1.41311780562e-06,Famille monoparentale
101,3,-9.95619399022e-08,Famille monoparentale avec isolé(s)
101,4,-2.73554701644e-06,Couple sans isolé sans enfant
101,5,-3.47564415580e-07,Couple sans enfant avec isolé(s)
101,6,-4.65775419754e-07,Couple sans isolé avec enfant
101,7,-1.25730788154e-07,Couple avec enfant avec isolé(s)
101,8,-4.98110490870e-07,Autre cas
101,9,-5.23316806773e-06,Hors logement ordinaire
102,1,-4.18536136788e-06,Personne vivant seule
102,2,-4.67880959268e-07,Famille monoparentale
102,3,-1.12646364028e-07,Famille monoparentale avec isolé(s)
102,4,-2.12193264362e-06,Couple sans isolé sans enfant
102,5,-3.52828264366e-07,Couple sans enfant avec isolé(s)
102,6,-3.43503732230e-07,Couple sans isolé avec enfant
102,7,-1.83783520484e-07,Couple avec enfant avec isolé(s)
102,8,-3.25456250677e-07,Autre cas
102,9,-4.40975172186e-06,Hors logement ordinaire
103,1,-1.64487754790e-06,Personne vivant seule
103,2,-4.55398117861e-07,Famille monoparentale
103,3,-4.66226606793e-08,Famille monoparentale avec isolé(s)
103,4,-1.52907287460e-06,Couple sans isolé sans enfant
103,5,-2.11907512571e-07,Couple sans enfant avec isolé(s)
103,6,-4.30131643686e-08,Couple sans isolé avec enfant
103,7,-2.32060533639e-07,Couple avec enfant avec isolé(s)
103,8,-2.85150208542e-07,Autre cas
103,9,-2.61372651595e-06,Hors logement ordinaire
104,1,-1.99409631596e-06,Personne vivant seule
104,2,-5.85039193685e-08,Famille monoparentale
104,3,-1.19263773931e-07,Famille monoparentale avec isolé(s)
104,4,-5.28490418151e-07,Couple sans isolé sans enfant
104,5,-3.02896898736e-07,Couple sans enfant avec isolé(s)
104,6,-4.58706822812e-08,Couple sans isolé avec enfant
104,7,0,Couple avec enfant avec isolé(s)
104,8,-2.52965533105e-07,Autre cas
104,9,-1.99695383387e-06,Hors logement ordinaire
105,1,-8.33041669363e-07,Personne vivant seule
105,2,-1.83332333445e-07,Famille monoparentale
105,3,-3.71477328638e-08,Famille monoparentale avec isolé(s)
105,4,-8.02812137761e-07,Couple sans isolé sans enfant
105,5,-1.21068522086e-07,Couple sans enfant avec isolé(s)
105,6,-9.18917602420e-08,Couple sans isolé avec enfant
105,7,0,Couple avec enfant avec isolé(s)
105,8,-3.30569703784e-07,Autre cas
105,9,-9.27941343197e-07,Hors logement ordinaire
106,1,-8.02360950722e-07,Personne vivant seule
106,2,-2.59733338687e-07,Famille monoparentale
106,3,-4.01556464560e-08,Famille monoparentale avec isolé(s)
106,4,-2.92970783881e-07,Couple sans isolé sans enfant
106,5,-9.80579831060e-08,Couple sans enfant avec isolé(s)
106,6,0,Couple sans isolé avec enfant
106,7,0,Couple avec enfant avec isolé(s)
106,8,-7.61002138829e-08,Autre cas
106,9,-5.20218655773e-07,Hors logement ordinaire
107,1,-4.74197577812e-07,Personne vivant seule
107,2,-3.86516896599e-08,Famille monoparentale
107,3,0,Famille monoparentale avec isolé(s)
107,4,-3.49369163735e-07,Couple sans isolé sans enfant
107,5,-8.72294941741e-08,Couple sans enfant avec isolé(s)
107,6,-1.54907549999e-08,Couple sans isolé avec enfant
107,7,-4.70738477181e-08,Couple avec enfant avec isolé(s)
107,8,-1.21670104805e-07,Autre cas
107,9,-1.54005175921e-07,Hors logement ordinaire
108,1,-2.55371863979e-07,Personne vivant seule
108,2,-4.16596032521e-08,Famille monoparentale
108,3,-8.70790984945e-08,Famille monoparentale avec isolé(s)
108,4,-7.23403218927e-08,Couple sans isolé sans enfant
108,5,-5.95566891258e-08,Couple sans enfant avec isolé(s)
108,6,0,Couple sans isolé avec enfant
108,7,-1.51899636407e-08,Couple avec enfant avec isolé(s)
108,8,0,Autre cas
108,9,-3.75989199026e-08,Hors logement ordinaire
109,1,-2.50859993590e-07,Personne vivant seule
109,2,0,Famille monoparentale
109,3,0,Famille monoparentale avec isolé(s)
109,4,-4.25619773298e-08,Couple sans isolé sans enfant
109,5,0,Couple sans enfant avec isolé(s)
109,6,0,Couple sans isolé avec enfant
109,7,-4.43667254851e-08,Couple avec enfant avec isolé(s)
109,8,0,Autre cas
109,9,-2.21984023105e-07,Hors logement ordinaire
110,1,-2.77179237522e-07,Personne vivant seule
110,2,0,Famille monoparentale
110,3,-7.44458614072e-08,Famille monoparentale avec isolé(s)
110,4,-2.15065821843e-08,Couple sans isolé sans enfant
110,5,0,Couple sans enfant avec isolé(s)
110,6,-1.75210966746e-07,Couple sans isolé avec enfant
110,7,-1.13097551067e-07,Couple avec enfant avec isolé(s)
110,8,-8.70790984945e-08,Autre cas
110,9,-7.51978398053e-08,Hors logement ordinaire
111,1,-1.76865319222e-07,Personne vivant seule
111,2,0,Famille monoparentale
111,3,0,Famille monoparentale avec isolé(s)
111,4,-6.55725163102e-08,Couple sans isolé sans enfant
111,5,-1.19263773931e-07,Couple sans enfant avec isolé(s)
111,6,-1.53253197523e-07,Couple sans isolé avec enfant
111,7,-1.23174061601e-07,Couple avec enfant avec isolé(s)
111,8,-1.42274312912e-07,Autre cas
111,9,0,Hors logement ordinaire
112,1,-3.53580242764e-07,Personne vivant seule
112,2,0,Famille monoparentale
112,3,0,Famille monoparentale avec isolé(s)
112,4,0,Couple sans isolé sans enfant
112,5,-4.57202866016e-08,Couple sans enfant avec isolé(s)
112,6,-1.91002513105e-08,Couple sans isolé avec enfant
112,7,0,Couple avec enfant avec isolé(s)
112,8,0,Autre cas
112,9,0,Hors logement ordinaire
113,1,-6.19630199995e-08,Personne vivant seule
113,2,-4.10580205337e-08,Famille monoparentale
113,3,0,Famille monoparentale avec isolé(s)
113,4,-2.80487942474e-07,Couple sans isolé sans enfant
113,5,-1.14601507863e-07,Couple sans enfant avec isolé(s)
113,6,-5.02321569899e-08,Couple sans isolé avec enfant
113,7,0,Couple avec enfant avec isolé(s)
113,8,0,Autre cas
113,9,0,Hors logement ordinaire
114,1,-9.27941343197e-08,Personne vivant seule
114,2,0,Famille monoparentale
114,3,-1.15804673300e-07,Famille monoparentale avec isolé(s)
114,4,-8.84326596110e-08,Couple sans isolé sans enfant
114,5,-4.57202866016e-08,Couple sans enfant avec isolé(s)
114,6,-6.30157897568e-08,Couple sans isolé avec enfant
114,7,0,Couple avec enfant avec isolé(s)
114,8,-4.64722649996e-08,Autre cas
114,9,0,Hors logement ordinaire
115,1,-6.16772682083e-07,Personne vivant seule
115,2,0,Famille monoparentale
115,3,-1.47387766018e-08,Famille monoparentale avec isolé(s)
115,4,-1.67841578445e-07,Couple sans isolé sans enfant
115,5,-2.64997187474e-07,Couple sans enfant avec isolé(s)
115,6,-1.92205678542e-07,Couple sans isolé avec enfant
115,7,0,Couple avec enfant avec isolé(s)
115,8,-2.27999850290e-07,Autre cas
115,9,-3.75989199026e-08,Hors logement ordinaire
116,1,-7.11371564558e-08,Personne vivant seule
116,2,-5.30896749025e-08,Famille monoparentale
116,3,0,Famille monoparentale avec isolé(s)
116,4,-4.09226644220e-07,Couple sans isolé sans enfant
116,5,-3.57189739075e-07,Couple sans enfant avec isolé(s)
116,6,-1.55809924076e-07,Couple sans isolé avec enfant
116,7,-1.71300679076e-07,Couple avec enfant avec isolé(s)
116,8,-6.82495594072e-07,Autre cas
116,9,0,Hors logement ordinaire
117,1,-5.32551101501e-07,Personne vivant seule
117,2,0,Famille monoparentale
117,3,0,Famille monoparentale avec isolé(s)
117,4,-2.94023553639e-07,Couple sans isolé sans enfant
117,5,-6.22938904947e-07,Couple sans enfant avec isolé(s)
117,6,-1.04374601650e-07,Couple sans isolé avec enfant
117,7,-8.15144583489e-08,Couple avec enfant avec isolé(s)
117,8,-1.13142669771e-06,Autre cas
117,9,-7.51978398053e-08,Hors logement ordinaire
118,1,-3.77493155822e-08,Personne vivant seule
118,2,0,Famille monoparentale
118,3,0,Famille monoparentale avec isolé(s)
118,4,0,Couple sans isolé sans enfant
118,5,0,Couple sans enfant avec isolé(s)
118,6,0,Couple sans isolé avec enfant
118,7,0,Couple avec enfant avec isolé(s)
118,8,0,Autre cas
118,9,0,Hors logement ordinaire
119,1,0,Personne vivant seule
119,2,0,Famille monoparentale
119,3,0,Famille monoparentale avec isolé(s)
119,4,0,Couple sans isolé sans enfant
119,5,0,Couple sans enfant avec isolé(s)
119,6,0,Couple sans isolé avec enfant
119,7,0,Couple avec enfant avec isolé(s)
119,8,0,Autre cas
119,9,0,Hors logement ordinaire
120,1,-3.55535386599e-07,Personne vivant seule
120,2,0,Famille monoparentale
120,3,-5.35408619413e-08,Famille monoparentale avec isolé(s)
120,4,-1.26031579514e-07,Couple sans isolé sans enfant
120,5,-7.51978398053e-08,Couple sans enfant avec isolé(s)
120,6,-7.51978398053e-08,Couple sans isolé avec enfant
120,7,0,Couple avec enfant avec isolé(s)
120,8,-3.39743840240e-07,Autre cas
120,9,0,Hors logement ordinaire
