age,j,c,structure
64,7,.0000408438570859,Couple avec enfant avec isolé(s)
64,8,.0002017084295584,Autre cas
64,9,.0000483076938736,Hors logement ordinaire
65,1,.0017521090658796,Personne vivant seule
65,2,.000289223073941,Famille monoparentale
65,3,.0000391767209774,Famille monoparentale avec isolé(s)
65,4,.0034935917746207,Couple sans isolé sans enfant
65,5,.0000712254387197,Couple sans enfant avec isolé(s)
65,6,.000414716086526,Couple sans isolé avec enfant
65,7,.0000395487998888,Couple avec enfant avec isolé(s)
65,8,.0001911419299003,Autre cas
65,9,.0000553010929755,Hors logement ordinaire
66,1,.0017979570384132,Personne vivant seule
66,2,.0002611842058085,Famille monoparentale
66,3,.0000360635304095,Famille monoparentale avec isolé(s)
66,4,.0035054879224822,Couple sans isolé sans enfant
66,5,.0000695407063167,Couple sans enfant avec isolé(s)
66,6,.0003658665170187,Couple sans isolé avec enfant
66,7,.0000383940618607,Couple avec enfant avec isolé(s)
66,8,.0001916638029086,Autre cas
66,9,.0000499221914942,Hors logement ordinaire
67,1,.0018586066529427,Personne vivant seule
67,2,.0002428751861684,Famille monoparentale
67,3,.0000366377411142,Famille monoparentale avec isolé(s)
67,4,.0035259564736859,Couple sans isolé sans enfant
67,5,.0000628240352653,Couple sans enfant avec isolé(s)
67,6,.0003222695166219,Couple sans isolé avec enfant
67,7,.0000376283974558,Couple avec enfant avec isolé(s)
67,8,.000184596559528,Autre cas
67,9,.0000572067566318,Hors logement ordinaire
68,1,.0018853459520077,Personne vivant seule
68,2,.0002254025169026,Famille monoparentale
68,3,.00003556572071,Famille monoparentale avec isolé(s)
68,4,.0034885843504681,Couple sans isolé sans enfant
68,5,.0000638494330089,Couple sans enfant avec isolé(s)
68,6,.0002909896215938,Couple sans isolé avec enfant
68,7,.0000375862866655,Couple avec enfant avec isolé(s)
68,8,.0001736250443047,Autre cas
68,9,.0000537978881578,Hors logement ordinaire
69,1,.0018970489918166,Personne vivant seule
69,2,.0002184369410015,Famille monoparentale
69,3,.0000356673881894,Famille monoparentale avec isolé(s)
69,4,.0034013846346386,Couple sans isolé sans enfant
69,5,.0000601390211972,Couple sans enfant avec isolé(s)
69,6,.000253009147852,Couple sans isolé avec enfant
69,7,.0000370596009955,Couple avec enfant avec isolé(s)
69,8,.0001775070575868,Autre cas
69,9,.0000635260822977,Hors logement ordinaire
70,1,.0018605327704115,Personne vivant seule
70,2,.0001937839308041,Famille monoparentale
70,3,.0000321469261211,Famille monoparentale avec isolé(s)
70,4,.0031692015285207,Couple sans isolé sans enfant
70,5,.0000541940303779,Couple sans enfant avec isolé(s)
70,6,.000225825279158,Couple sans isolé avec enfant
70,7,.0000322583693197,Couple avec enfant avec isolé(s)
70,8,.000161986223451,Autre cas
70,9,.0000585810723521,Hors logement ordinaire
71,1,.0017492489912405,Personne vivant seule
71,2,.0001712742094368,Famille monoparentale
71,3,.0000311749188437,Famille monoparentale avec isolé(s)
71,4,.0028995163573178,Couple sans isolé sans enfant
71,5,.0000444488415262,Couple sans enfant avec isolé(s)
71,6,.0001985141757192,Couple sans isolé avec enfant
71,7,.0000318551585026,Couple avec enfant avec isolé(s)
71,8,.0001465544235576,Autre cas
71,9,.0000660073102199,Hors logement ordinaire
72,1,.0016795061531304,Personne vivant seule
72,2,.0001681187576828,Famille monoparentale
72,3,.000029590049172,Famille monoparentale avec isolé(s)
72,4,.0026399194275119,Couple sans isolé sans enfant
72,5,.0000428660773939,Couple sans enfant avec isolé(s)
72,6,.0001741687246865,Couple sans isolé avec enfant
72,7,.0000291465323128,Couple avec enfant avec isolé(s)
72,8,.0001298065110718,Autre cas
72,9,.0000604392109737,Hors logement ordinaire
73,1,.0015661457104153,Personne vivant seule
73,2,.0001611607015657,Famille monoparentale
73,3,.0000274157788319,Famille monoparentale avec isolé(s)
73,4,.0023435516564153,Couple sans isolé sans enfant
73,5,.0000371155481884,Couple sans enfant avec isolé(s)
73,6,.0001505566029877,Couple sans isolé avec enfant
73,7,.0000287888913867,Couple avec enfant avec isolé(s)
73,8,.0001265391649323,Autre cas
73,9,.0000622165871154,Hors logement ordinaire
74,1,.0014473662105726,Personne vivant seule
74,2,.0001490227174513,Famille monoparentale
74,3,.000025945059481,Famille monoparentale avec isolé(s)
74,4,.0020443230587011,Couple sans isolé sans enfant
74,5,.0000336747958302,Couple sans enfant avec isolé(s)
74,6,.0001310194522279,Couple sans isolé avec enfant
74,7,.0000263533837511,Couple avec enfant avec isolé(s)
74,8,.0001069526843896,Autre cas
74,9,.0000614324240419,Hors logement ordinaire
75,1,.0014373588820513,Personne vivant seule
75,2,.0001456702473571,Famille monoparentale
75,3,.0000251275085666,Famille monoparentale avec isolé(s)
75,4,.0019294794137937,Couple sans isolé sans enfant
75,5,.0000289194348366,Couple sans enfant avec isolé(s)
75,6,.0001152036921644,Couple sans isolé avec enfant
75,7,.000025221656262,Couple avec enfant avec isolé(s)
75,8,.0001031366948108,Autre cas
75,9,.0000745194048945,Hors logement ordinaire
76,1,.001458866216214,Personne vivant seule
76,2,.0001434538662267,Famille monoparentale
76,3,.0000223515051124,Famille monoparentale avec isolé(s)
76,4,.0018039641426482,Couple sans isolé sans enfant
76,5,.000029570798525,Couple sans enfant avec isolé(s)
76,6,.0001123351953672,Couple sans isolé avec enfant
76,7,.0000257575160685,Couple avec enfant avec isolé(s)
76,8,.0001006786278233,Autre cas
76,9,.0000751814466762,Hors logement ordinaire
77,1,.0014734139903027,Personne vivant seule
77,2,.0001443715806637,Famille monoparentale
77,3,.0000252403053263,Famille monoparentale avec isolé(s)
77,4,.0016737933732404,Couple sans isolé sans enfant
77,5,.0000263057083207,Couple sans enfant avec isolé(s)
77,6,.0001001069738451,Couple sans isolé avec enfant
77,7,.0000266314653627,Couple avec enfant avec isolé(s)
77,8,.0000981052073494,Autre cas
77,9,.0000924176939336,Hors logement ordinaire
78,1,.0014935002356888,Personne vivant seule
78,2,.0001562529897486,Famille monoparentale
78,3,.0000230514466053,Famille monoparentale avec isolé(s)
78,4,.0015813437954227,Couple sans isolé sans enfant
78,5,.0000272098871465,Couple sans enfant avec isolé(s)
78,6,.0001038973961583,Couple sans isolé avec enfant
78,7,.0000251878172341,Couple avec enfant avec isolé(s)
78,8,.0000942379328439,Autre cas
78,9,.0001069072648943,Hors logement ordinaire
79,1,.0015757681763925,Personne vivant seule
79,2,.0001684162403371,Famille monoparentale
79,3,.0000239127626624,Famille monoparentale avec isolé(s)
79,4,.0015268376940096,Couple sans isolé sans enfant
79,5,.0000291545032839,Couple sans enfant avec isolé(s)
79,6,.0000936190546223,Couple sans isolé avec enfant
79,7,.0000263048059466,Couple avec enfant avec isolé(s)
79,8,.0000942528220162,Autre cas
79,9,.0001365210765837,Hors logement ordinaire
80,1,.0016450536612409,Personne vivant seule
80,2,.0001690624905724,Famille monoparentale
80,3,.0000225190458994,Famille monoparentale avec isolé(s)
80,4,.0014401120253622,Couple sans isolé sans enfant
80,5,.0000267758452151,Couple sans enfant avec isolé(s)
80,6,.0000887699971203,Couple sans isolé avec enfant
80,7,.0000261780223887,Couple avec enfant avec isolé(s)
80,8,.0000911236895062,Autre cas
80,9,.0001455464717128,Hors logement ordinaire
81,1,.0016897130567185,Personne vivant seule
81,2,.0001790520724035,Famille monoparentale
81,3,.000024279577725,Famille monoparentale avec isolé(s)
81,4,.0013150307961481,Couple sans isolé sans enfant
81,5,.0000270178318636,Couple sans enfant avec isolé(s)
81,6,.0000744120223793,Couple sans isolé avec enfant
81,7,.0000240064591708,Couple avec enfant avec isolé(s)
81,8,.0000869944257269,Autre cas
81,9,.0001653683214941,Hors logement ordinaire
82,1,.0017097764419613,Personne vivant seule
82,2,.0001819059808198,Famille monoparentale
82,3,.0000229288741264,Famille monoparentale avec isolé(s)
82,4,.0011764485467753,Couple sans isolé sans enfant
82,5,.0000279439684587,Couple sans enfant avec isolé(s)
82,6,.0000703522414039,Couple sans isolé avec enfant
82,7,.0000242386701001,Couple avec enfant avec isolé(s)
82,8,.0000776250756785,Autre cas
82,9,.000193996590295,Hors logement ordinaire
83,1,.0017560425144842,Personne vivant seule
83,2,.0001754597212003,Famille monoparentale
83,3,.0000226868874779,Famille monoparentale avec isolé(s)
83,4,.0010448051028727,Couple sans isolé sans enfant
83,5,.0000313173435523,Couple sans enfant avec isolé(s)
83,6,.0000633821536323,Couple sans isolé avec enfant
83,7,.0000265704047168,Couple avec enfant avec isolé(s)
83,8,.0000797567840413,Autre cas
83,9,.0002241444570427,Hors logement ordinaire
84,1,.0017427576129171,Personne vivant seule
84,2,.0001804382693825,Famille monoparentale
84,3,.0000191208555186,Famille monoparentale avec isolé(s)
84,4,.0009435050401013,Couple sans isolé sans enfant
84,5,.0000317676282171,Couple sans enfant avec isolé(s)
84,6,.0000539386585139,Couple sans isolé avec enfant
84,7,.0000256068195975,Couple avec enfant avec isolé(s)
84,8,.0000741659750474,Autre cas
84,9,.0002565123144171,Hors logement ordinaire
85,1,.0017279911635103,Personne vivant seule
85,2,.000185917033595,Famille monoparentale
85,3,.0000199498365047,Famille monoparentale avec isolé(s)
85,4,.0008072426440865,Couple sans isolé sans enfant
85,5,.0000337856374461,Couple sans enfant avec isolé(s)
85,6,.0000478241717637,Couple sans isolé avec enfant
85,7,.0000254210809332,Couple avec enfant avec isolé(s)
85,8,.0000689965747479,Autre cas
85,9,.0002992352151241,Hors logement ordinaire
86,1,.001674300056285,Personne vivant seule
86,2,.0001723636757399,Famille monoparentale
86,3,.0000172055665388,Famille monoparentale avec isolé(s)
86,4,.0006762484583328,Couple sans isolé sans enfant
86,5,.0000351643146411,Couple sans enfant avec isolé(s)
86,6,.0000386277767468,Couple sans isolé avec enfant
86,7,.0000249885429586,Couple avec enfant avec isolé(s)
86,8,.0000659858036377,Autre cas
86,9,.0003464692342409,Hors logement ordinaire
87,1,.0015760000865305,Personne vivant seule
87,2,.0001640986811669,Famille monoparentale
87,3,.00001659947195,Famille monoparentale avec isolé(s)
87,4,.0005405559115481,Couple sans isolé sans enfant
87,5,.0000356795702394,Couple sans enfant avec isolé(s)
87,6,.0000294205532411,Couple sans isolé avec enfant
87,7,.0000203277808475,Couple avec enfant avec isolé(s)
87,8,.0000568913768917,Autre cas
87,9,.0003875865106724,Hors logement ordinaire
88,1,.0014607039010231,Personne vivant seule
88,2,.0001493978042763,Famille monoparentale
88,3,.0000156957443112,Famille monoparentale avec isolé(s)
88,4,.0004184176249925,Couple sans isolé sans enfant
88,5,.0000360921055886,Couple sans enfant avec isolé(s)
88,6,.0000220809432847,Couple sans isolé avec enfant
88,7,.0000208516089996,Couple avec enfant avec isolé(s)
88,8,.0000535258223734,Autre cas
88,9,.0004079079749014,Hors logement ordinaire
89,1,.0013219981767974,Personne vivant seule
89,2,.0001380402233435,Famille monoparentale
89,3,.0000148287132182,Famille monoparentale avec isolé(s)
89,4,.0003207193883521,Couple sans isolé sans enfant
89,5,.0000357326599143,Couple sans enfant avec isolé(s)
89,6,.0000164397517382,Couple sans isolé avec enfant
89,7,.0000160788021072,Couple avec enfant avec isolé(s)
89,8,.0000472225890452,Autre cas
89,9,.000435240284131,Hors logement ordinaire
90,1,.0011530245700716,Personne vivant seule
90,2,.0001246070316363,Famille monoparentale
90,3,.0000126157911884,Famille monoparentale avec isolé(s)
90,4,.0002433054682078,Couple sans isolé sans enfant
90,5,.000035713559663,Couple sans enfant avec isolé(s)
90,6,.0000125705220889,Couple sans isolé avec enfant
90,7,.0000159130660682,Couple avec enfant avec isolé(s)
90,8,.0000380084473382,Autre cas
90,9,.0004529895310516,Hors logement ordinaire
91,1,.0009892387119184,Personne vivant seule
91,2,.0001062309355231,Famille monoparentale
91,3,.0000129484664317,Famille monoparentale avec isolé(s)
91,4,.0001689740579128,Couple sans isolé sans enfant
91,5,.0000344997161329,Couple sans enfant avec isolé(s)
91,6,.00001031022542,Couple sans isolé avec enfant
91,7,.0000136111097961,Couple avec enfant avec isolé(s)
91,8,.0000345297952688,Autre cas
91,9,.0004567975496594,Hors logement ordinaire
92,1,.0008440195012044,Personne vivant seule
92,2,.0000931087620814,Famille monoparentale
92,3,8.80837416343e-06,Famille monoparentale avec isolé(s)
92,4,.0001233461142585,Couple sans isolé sans enfant
92,5,.0000300893628283,Couple sans enfant avec isolé(s)
92,6,6.54792709888e-06,Couple sans isolé avec enfant
92,7,.0000120307519948,Couple avec enfant avec isolé(s)
92,8,.000033110210449,Autre cas
92,9,.0004602226608668,Hors logement ordinaire
93,1,.0006920900864532,Personne vivant seule
93,2,.0000823966794055,Famille monoparentale
93,3,7.42518509805e-06,Famille monoparentale avec isolé(s)
93,4,.0000780693445161,Couple sans isolé sans enfant
93,5,.0000272947103098,Couple sans enfant avec isolé(s)
93,6,4.07692608288e-06,Couple sans isolé avec enfant
93,7,.0000104625762435,Couple avec enfant avec isolé(s)
93,8,.0000226653808957,Autre cas
93,9,.0004302263929642,Hors logement ordinaire
94,1,.0005550689442348,Personne vivant seule
94,2,.0000674058396446,Famille monoparentale
94,3,5.94709635884e-06,Famille monoparentale avec isolé(s)
94,4,.0000571661497984,Couple sans isolé sans enfant
94,5,.0000283342452473,Couple sans enfant avec isolé(s)
94,6,3.43172861735e-06,Couple sans isolé avec enfant
94,7,7.97758842926e-06,Couple avec enfant avec isolé(s)
94,8,.0000187001988028,Autre cas
94,9,.0004020541238639,Hors logement ordinaire
95,1,.0004262530895046,Personne vivant seule
95,2,.0000544736159463,Famille monoparentale
95,3,4.44193639730e-06,Famille monoparentale avec isolé(s)
95,4,.0000320245040379,Couple sans isolé sans enfant
95,5,.0000226401144215,Couple sans enfant avec isolé(s)
95,6,1.93318606571e-06,Couple sans isolé avec enfant
95,7,6.10125193044e-06,Couple avec enfant avec isolé(s)
95,8,.000017509666603,Autre cas
95,9,.0003559131805464,Hors logement ordinaire
96,1,.0002977083981847,Personne vivant seule
96,2,.0000392063489263,Famille monoparentale
96,3,3.09634625182e-06,Famille monoparentale avec isolé(s)
96,4,.0000210693819437,Couple sans isolé sans enfant
96,5,.0000186531249551,Couple sans enfant avec isolé(s)
96,6,1.37807561227e-06,Couple sans isolé avec enfant
96,7,6.45618573432e-06,Couple avec enfant avec isolé(s)
96,8,.0000107480272434,Autre cas
96,9,.0002953668878488,Hors logement ordinaire
97,1,.0001947387929739,Personne vivant seule
97,2,.0000275230109514,Famille monoparentale
97,3,2.58124104916e-06,Famille monoparentale avec isolé(s)
97,4,.0000111768053259,Couple sans isolé sans enfant
97,5,.0000129171841304,Couple sans enfant avec isolé(s)
97,6,9.08389904847e-07,Couple sans isolé avec enfant
97,7,3.12341747415e-06,Couple avec enfant avec isolé(s)
97,8,6.48310656097e-06,Autre cas
97,9,.0002151772650416,Hors logement ordinaire
98,1,.0001190407371383,Personne vivant seule
98,2,.0000185937186616,Famille monoparentale
98,3,1.54531560800e-06,Famille monoparentale avec isolé(s)
98,4,5.22670105350e-06,Couple sans isolé sans enfant
98,5,9.49252410998e-06,Couple sans enfant avec isolé(s)
98,6,4.97358512472e-07,Couple sans isolé avec enfant
98,7,2.27142594916e-06,Couple avec enfant avec isolé(s)
98,8,4.38659078720e-06,Autre cas
98,9,.0001450348256108,Hors logement ordinaire
99,1,.0000689356644976,Personne vivant seule
99,2,.0000130696853495,Famille monoparentale
99,3,1.14135281256e-06,Famille monoparentale avec isolé(s)
99,4,2.60274763134e-06,Couple sans isolé sans enfant
99,5,5.31483292176e-06,Couple sans enfant avec isolé(s)
99,6,3.99450925045e-07,Couple sans isolé avec enfant
99,7,1.83918876596e-06,Couple avec enfant avec isolé(s)
99,8,3.10912988459e-06,Autre cas
99,9,.0000988535762512,Hors logement ordinaire
100,1,.0000377745820564,Personne vivant seule
100,2,7.06453625834e-06,Famille monoparentale
100,3,6.98136744752e-07,Famille monoparentale avec isolé(s)
100,4,1.32784345528e-06,Couple sans isolé sans enfant
100,5,3.94939054657e-06,Couple sans enfant avec isolé(s)
100,6,3.16582905580e-07,Couple sans isolé avec enfant
100,7,6.47904587762e-07,Couple avec enfant avec isolé(s)
100,8,1.55208341358e-06,Autre cas
100,9,.000057789690286,Hors logement ordinaire
101,1,.0000270267052087,Personne vivant seule
101,2,3.96578367565e-06,Famille monoparentale
101,3,6.38880846985e-07,Famille monoparentale avec isolé(s)
101,4,6.19479804316e-07,Couple sans isolé sans enfant
101,5,3.35983948250e-06,Couple sans enfant avec isolé(s)
101,6,1.56411506795e-07,Couple sans isolé avec enfant
101,7,8.84476991789e-07,Couple avec enfant avec isolé(s)
101,8,1.79677718431e-06,Autre cas
101,9,.0000443217571769,Hors logement ordinaire
102,1,.0000175404977173,Personne vivant seule
102,2,3.53369688813e-06,Famille monoparentale
102,3,4.91493080967e-07,Famille monoparentale avec isolé(s)
102,4,5.04577505093e-07,Couple sans isolé sans enfant
102,5,1.96988261154e-06,Couple sans enfant avec isolé(s)
102,6,9.92611485429e-08,Couple sans isolé avec enfant
102,7,5.77218618345e-07,Couple avec enfant avec isolé(s)
102,8,1.16767205650e-06,Autre cas
102,9,.0000339256558238,Hors logement ordinaire
103,1,.0000123772636406,Personne vivant seule
103,2,2.54424371197e-06,Famille monoparentale
103,3,3.35382365531e-07,Famille monoparentale avec isolé(s)
103,4,2.61688482522e-07,Couple sans isolé sans enfant
103,5,2.08012264469e-06,Couple sans enfant avec isolé(s)
103,6,6.82796385432e-08,Couple sans isolé avec enfant
103,7,5.20218655773e-07,Couple avec enfant avec isolé(s)
103,8,1.36905187149e-06,Autre cas
103,9,.0000261306477496,Hors logement ordinaire
104,1,7.19026704650e-06,Personne vivant seule
104,2,2.20871095076e-06,Famille monoparentale
104,3,3.25907437716e-07,Famille monoparentale avec isolé(s)
104,4,5.33303079899e-07,Couple sans isolé sans enfant
104,5,1.06765892955e-06,Couple sans enfant avec isolé(s)
104,6,1.48891722814e-08,Couple sans isolé avec enfant
104,7,2.96730675872e-07,Couple avec enfant avec isolé(s)
104,8,7.20244909655e-07,Autre cas
104,9,.0000172736957817,Hors logement ordinaire
105,1,4.25965683361e-06,Personne vivant seule
105,2,1.32814424664e-06,Famille monoparentale
105,3,8.36199978634e-08,Famille monoparentale avec isolé(s)
105,4,4.81266174754e-08,Couple sans isolé sans enfant
105,5,5.39469302763e-07,Couple sans enfant avec isolé(s)
105,6,1.53403593203e-08,Couple sans isolé avec enfant
105,7,5.60975884947e-08,Couple avec enfant avec isolé(s)
105,8,7.34532499218e-07,Autre cas
105,9,.0000101726133732,Hors logement ordinaire
106,1,2.97347298158e-06,Personne vivant seule
106,2,2.10553951455e-07,Famille monoparentale
106,3,1.23775644319e-07,Famille monoparentale avec isolé(s)
106,4,1.21820500485e-07,Couple sans isolé sans enfant
106,5,3.82155421890e-07,Couple sans enfant avec isolé(s)
106,6,0,Couple sans isolé avec enfant
106,7,5.77519409704e-08,Couple avec enfant avec isolé(s)
106,8,7.51978398053e-08,Autre cas
106,9,5.92604096369e-06,Hors logement ordinaire
107,1,1.42093838096e-06,Personne vivant seule
107,2,2.08749203299e-07,Famille monoparentale
107,3,6.97835953393e-08,Famille monoparentale avec isolé(s)
107,4,1.57163485193e-07,Couple sans isolé sans enfant
107,5,4.66527398152e-07,Couple sans enfant avec isolé(s)
107,6,1.30994636941e-07,Couple sans isolé avec enfant
107,7,1.55509132717e-07,Couple avec enfant avec isolé(s)
107,8,1.70699096358e-07,Autre cas
107,9,3.07092938197e-06,Hors logement ordinaire
108,1,9.68548176692e-07,Personne vivant seule
108,2,5.17361137860e-08,Famille monoparentale
108,3,0,Famille monoparentale avec isolé(s)
108,4,3.92532723783e-08,Couple sans isolé sans enfant
108,5,1.27836327669e-08,Couple sans enfant avec isolé(s)
108,6,5.15857181064e-08,Couple sans isolé avec enfant
108,7,1.31145032620e-07,Couple avec enfant avec isolé(s)
108,8,2.20780857668e-07,Autre cas
108,9,1.31581180091e-06,Hors logement ordinaire
109,1,5.42477216355e-07,Personne vivant seule
109,2,8.19656453877e-08,Famille monoparentale
109,3,0,Famille monoparentale avec isolé(s)
109,4,9.27941343197e-08,Couple sans isolé sans enfant
109,5,8.19656453877e-08,Couple sans enfant avec isolé(s)
109,6,0,Couple sans isolé avec enfant
109,7,0,Couple avec enfant avec isolé(s)
109,8,8.79814725721e-08,Autre cas
109,9,8.49134007081e-07,Hors logement ordinaire
110,1,3.65010314415e-07,Personne vivant seule
110,2,9.36965083973e-08,Famille monoparentale
110,3,5.27888835433e-08,Famille monoparentale avec isolé(s)
110,4,0,Couple sans isolé sans enfant
110,5,5.51952144171e-08,Couple sans enfant avec isolé(s)
110,6,3.01242546260e-07,Couple sans isolé avec enfant
110,7,0,Couple avec enfant avec isolé(s)
110,8,8.99366164071e-08,Autre cas
110,9,3.54633012522e-07,Hors logement ordinaire
111,1,2.64094813396e-07,Personne vivant seule
111,2,0,Famille monoparentale
111,3,0,Famille monoparentale avec isolé(s)
111,4,5.11345310676e-08,Couple sans isolé sans enfant
111,5,9.45988824750e-08,Couple sans enfant avec isolé(s)
111,6,1.65284851892e-07,Couple sans isolé avec enfant
111,7,0,Couple avec enfant avec isolé(s)
111,8,7.57994225237e-08,Autre cas
111,9,7.47466527664e-08,Hors logement ordinaire
112,1,2.20780857668e-07,Personne vivant seule
112,2,4.21107902909e-08,Famille monoparentale
112,3,8.73798898537e-08,Famille monoparentale avec isolé(s)
112,4,1.08736076358e-07,Couple sans isolé sans enfant
112,5,0,Couple sans enfant avec isolé(s)
112,6,3.69973371842e-08,Couple sans isolé avec enfant
112,7,0,Couple avec enfant avec isolé(s)
112,8,0,Autre cas
112,9,9.02374077663e-08,Hors logement ordinaire
113,1,3.19741214852e-07,Personne vivant seule
113,2,4.03060421356e-08,Famille monoparentale
113,3,4.90289915530e-08,Famille monoparentale avec isolé(s)
113,4,8.72294941741e-08,Couple sans isolé sans enfant
113,5,8.45223719411e-08,Couple sans enfant avec isolé(s)
113,6,0,Couple sans isolé avec enfant
113,7,0,Couple avec enfant avec isolé(s)
113,8,0,Autre cas
113,9,3.72981285434e-07,Hors logement ordinaire
114,1,2.78833589998e-07,Personne vivant seule
114,2,3.69973371842e-08,Famille monoparentale
114,3,4.90289915530e-08,Famille monoparentale avec isolé(s)
114,4,1.03171436213e-07,Couple sans isolé sans enfant
114,5,1.60321794465e-07,Couple sans enfant avec isolé(s)
114,6,0,Couple sans isolé avec enfant
114,7,0,Couple avec enfant avec isolé(s)
114,8,4.04564378152e-08,Autre cas
114,9,7.45962570868e-08,Hors logement ordinaire
115,1,3.51775494609e-07,Personne vivant seule
115,2,0,Famille monoparentale
115,3,6.37677681549e-08,Famille monoparentale avec isolé(s)
115,4,5.46086712666e-07,Couple sans isolé sans enfant
115,5,4.37651427667e-08,Couple sans enfant avec isolé(s)
115,6,2.52664741746e-07,Couple sans isolé avec enfant
115,7,0,Couple avec enfant avec isolé(s)
115,8,4.31635600482e-08,Autre cas
115,9,0,Hors logement ordinaire
116,1,7.89878109314e-07,Personne vivant seule
116,2,9.98627312614e-08,Famille monoparentale
116,3,4.90289915530e-08,Famille monoparentale avec isolé(s)
116,4,3.63807148978e-07,Couple sans isolé sans enfant
116,5,4.08925852861e-07,Couple sans enfant avec isolé(s)
116,6,5.76015452908e-08,Couple sans isolé avec enfant
116,7,0,Couple avec enfant avec isolé(s)
116,8,4.02910025677e-07,Autre cas
116,9,6.88812212616e-08,Hors logement ordinaire
117,1,4.54495743783e-07,Personne vivant seule
117,2,0,Famille monoparentale
117,3,0,Famille monoparentale avec isolé(s)
117,4,3.67567040968e-07,Couple sans isolé sans enfant
117,5,4.97960095190e-07,Couple sans enfant avec isolé(s)
117,6,1.81677980969e-07,Couple sans isolé avec enfant
117,7,0,Couple avec enfant avec isolé(s)
117,8,1.00434234844e-06,Autre cas
117,9,1.50395679611e-08,Hors logement ordinaire
118,1,1.51899636407e-08,Personne vivant seule
118,2,0,Famille monoparentale
118,3,0,Famille monoparentale avec isolé(s)
118,4,0,Couple sans isolé sans enfant
118,5,6.48205379121e-08,Couple sans enfant avec isolé(s)
118,6,7.00843866985e-08,Couple sans isolé avec enfant
118,7,0,Couple avec enfant avec isolé(s)
118,8,0,Autre cas
118,9,0,Hors logement ordinaire
119,1,1.36709672766e-07,Personne vivant seule
119,2,0,Famille monoparentale
119,3,0,Famille monoparentale avec isolé(s)
119,4,0,Couple sans isolé sans enfant
119,5,6.48205379121e-08,Couple sans enfant avec isolé(s)
119,6,0,Couple sans isolé avec enfant
119,7,0,Couple avec enfant avec isolé(s)
119,8,4.39155384463e-08,Autre cas
119,9,0,Hors logement ordinaire
120,1,3.23952293881e-07,Personne vivant seule
120,2,0,Famille monoparentale
120,3,1.07232119562e-07,Famille monoparentale avec isolé(s)
120,4,1.26031579514e-07,Couple sans isolé sans enfant
120,5,4.51187038832e-08,Couple sans enfant avec isolé(s)
120,6,1.85437872960e-07,Couple sans isolé avec enfant
120,7,0,Couple avec enfant avec isolé(s)
120,8,3.36585530968e-07,Autre cas
120,9,0,Hors logement ordinaire
